gp_naturepieceg;gp_souche;gp_numero;gp_datepiece;gp_tiers;gp_representant;gp_totalht;gp_totalttc
FAC;;VTE/2021/04174;19/07/2021;CEABA20813;CDESUDEST;1292,62;1551,15
FAC;;VTE/2021/04175;19/07/2021;LYCCHALO40;SAID;346,56;415,87
FAC;;VTE/2021/04176;19/07/2021;MAIPARENTI;SAID;337,21;404,65
FAC;;VTE/2021/04177;19/07/2021;MAICOUTHU;SAID;131,0;157,2
FAC;;VTE/2021/04178;19/07/2021;PHARMALUZ;SAID;289,7;347,64
FAC;;VTE/2021/04179;19/07/2021;RESTCROUY;SAIDI;324,0;388,8
FAC;;VTE/2021/04180;19/07/2021;MAIPLAINT;BESCO;223,57;268,28
FAC;;VTE/2021/04181;19/07/2021;MAIPLOUBA;BESCO;318,97;382,77
FAC;;VTE/2021/04182;19/07/2021;MAIPLESLI;BESCO;324,0;388,8
FAC;;VTE/2021/04183;19/07/2021;ADAPAGVI45;DOSSA;117,75;141,3
FAC;;VTE/2021/04184;19/07/2021;DEZOLUSA45;DOSSA;192,35;230,82
FAC;;VTE/2021/04185;19/07/2021;BOUTONSB45;DOSSA;366,18;439,42
FAC;;VTE/2021/04186;19/07/2021;CHARPEBE45;DOSSA;181,72;218,06
FAC;;VTE/2021/04187;19/07/2021;MAICHATLO;DOSSA;353,87;424,64
FAC;;VTE/2021/04188;20/07/2021;PHARPOMM74;DONNE;98,0;117,6
FAC;;VTE/2021/05630;13/10/2021;ALAINRAZ74;DONNE;250,7;300,84
FAC;;VTE/2021/05631;13/10/2021;MAIBLAES;MODRY;554,24;665,09
FAC;;VTE/2021/05632;13/10/2021;BRIGVERT22;BESCO;141,9;170,28
FAC;;VTE/2021/05633;13/10/2021;SAVELYSD59;EVRARD;340,04;408,05
FAC;;VTE/2021/05634;13/10/2021;STORENGY41;JOBBI;1487,92;1785,5
FAC;;VTE/2021/05635;13/10/2021;MAISONRI;WEISS;692,2;830,64
FAC;;VTE/2021/05636;13/10/2021;POINTPAU56;LESUR;553,15;663,78
FAC;;VTE/2021/05637;13/10/2021;MAITALENC;SAID;376,64;451,97
FAC;;VTE/2021/05638;13/10/2021;BIOPLAIS31;AMSEL;507,05;608,46
FAC;;VTE/2021/05639;13/10/2021;EIFMALAU82;VANDEL;468,81;562,57
FAC;;VTE/2021/05640;13/10/2021;CLIMARON62;EVRARD;401,86;482,23
FAC;;VTE/2021/05641;13/10/2021;SOGEAEST;WURTZ;143,9;172,68
FAC;;VTE/2021/05642;13/10/2021;SODAL;SAIDI;880,0;1056,0
FAC;;VTE/2021/05643;13/10/2021;SPARKLER34;DUMON;242,52;291,02
FAC;;VTE/2021/05644;13/10/2021;DEDIETRI;DEVAL;437,0;524,4
FAC;;VTE/2021/05645;13/10/2021;SMTLBELLIG;DONNE;324,78;389,74
FAC;;VTE/2021/04190;20/07/2021;ETSPLANC74;DONNE;151,5;181,8
FAC;;VTE/2021/04191;20/07/2021;EIFFTHON74;DONNE;82,1;98,52
FAC;;VTE/2021/04192;20/07/2021;SAVELYSD59;EVRARD;384,8;461,76
FAC;;VTE/2021/04193;20/07/2021;LOXAMREN59;EVRARD;396,72;476,07
FAC;;VTE/2021/04194;20/07/2021;PEINTDANY;GASSM;180,06;216,07
FAC;;VTE/2021/04195;20/07/2021;MAIABSCON;EVRARD;402,8;483,36
FAC;;VTE/2021/04196;20/07/2021;CMLINDUS62;EVRARD;342,45;410,94
FAC;;VTE/2021/04197;20/07/2021;HAPPYJOB31;AMSEL;336,87;404,24
FAC;;VTE/2021/04198;20/07/2021;COIFSTEF31;AMSEL;74,2;89,04
FAC;;VTE/2021/04202;20/07/2021;ATELAUDREY;HESS;81,5;97,8
FAC;;VTE/2021/04199;20/07/2021;TKM;DELBA;110,53;132,63
FAC;;VTE/2021/04200;20/07/2021;HEPPNERSTR;GASSM;543,6;652,32
FAC;;VTE/2021/04201;20/07/2021;AGAKHAN;LEYME;338,2;405,84
FAC;;VTE/2021/04203;20/07/2021;MONSFORM42;DECRO;173,01;207,61
FAC;;VTE/2021/04204;20/07/2021;DLDEVELO92;LEYME;433,78;520,54
FAC;;VTE/2021/04205;21/07/2021;GILG;FERRE;142,98;171,56
FAC;;VTE/2021/04206;21/07/2021;ALLORIEN25;DECRO;163,45;196,14
FAC;;VTE/2021/04207;21/07/2021;CAFECOMMAR;GASSM;810,83;973,0
FAC;;VTE/2021/04208;21/07/2021;OMNIUMFI31;GASSM;1272,76;1527,3
FAC;;VTE/2021/04405;29/07/2021;AABRAYSJ45;DOSSA;255,48;306,58
FAC;;VTE/2021/05646;13/10/2021;TRAITATLAN;SAID;155,56;186,67
FAC;;VTE/2021/05647;13/10/2021;LYCDUMEZ;LELEU;143,82;172,58
FAC;;VTE/2021/05648;13/10/2021;PFAUBRYS67;LUTZ;298,0;357,6
FAC;;VTE/2021/05649;13/10/2021;ASCHEVAL68;WURTZ;119,75;143,7
FAC;;VTE/2021/05650;13/10/2021;CCISTRASBO;MODRY;595,74;714,89
FAC;;VTE/2021/05651;13/10/2021;ANCONSEI34;DUMON;103,8;124,56
FAC;;VTE/2021/05652;13/10/2021;EIBALLIN74;DONNE;371,1;445,32
FAC;;VTE/2021/05653;13/10/2021;MAIMASAGEN;SAID;124,08;148,9
FAC;;VTE/2021/05654;13/10/2021;MAIPIEGUT;MENIRI;128,4;154,08
FAC;;VTE/2021/05655;13/10/2021;VULCAROU02;SAIDI;180,6;216,72
FAC;;VTE/2021/05656;13/10/2021;DETHOOR;EVRARD;1230,62;1476,74
FAC;;VTE/2021/05657;13/10/2021;STOROPACK;BESCO;643,7;772,44
FAC;;VTE/2021/05658;13/10/2021;MAIHINDIS;LUTZ;392,68;471,22
FAC;;VTE/2021/05659;13/10/2021;MECA02;SAIDI;147,06;176,47
FAC;;VTE/2021/05661;13/10/2021;PHASTADE74;DONNE;197,56;237,07
FAC;;VTE/2021/04209;21/07/2021;RESTLANGLE;GASSM;648,9;778,68
FAC;;VTE/2021/04210;21/07/2021;AUBRELAI54;FERRE;189,2;227,04
FAC;;VTE/2021/04211;21/07/2021;RESTLEKUHN;GASSM;255,0;306,0
FAC;;VTE/2021/04212;21/07/2021;RATPSUCYBR;KHAJJ;196,44;235,73
FAC;;/;;PORTEFAI17;ZMUDA;81,5;97,8
FAC;;VTE/2021/04213;21/07/2021;DMULTIPL59;LEYME;207,2;248,64
FAC;;VTE/2021/04214;21/07/2021;MAITREFARG;LEYME;309,6;371,53
FAC;;VTE/2021/04215;21/07/2021;DRMETZGER;GASSM;105,62;126,74
FAC;;VTE/2021/04216;21/07/2021;AGPLATEA43;DELBA;164,2;197,04
FAC;;VTE/2021/04217;21/07/2021;GENMACTR95;DELBA;481,5;577,8
FAC;;VTE/2021/04218;21/07/2021;ROCHEFLEAC;DELBA;130,65;156,78
FAC;;VTE/2021/04219;21/07/2021;DIEGOMANUE;DELBA;101,89;122,26
FAC;;VTE/2021/04220;21/07/2021;WUILBAUT;DELBA;114,39;137,27
FAC;;VTE/2021/04221;21/07/2021;PROTECHA59;DELBA;144,5;173,4
FAC;;VTE/2021/04222;21/07/2021;POINTPGE44;DELBA;249,81;299,77
FAC;;VTE/2021/04223;21/07/2021;E2C2A;HESS;177,8;213,36
FAC;;VTE/2021/04224;21/07/2021;FERMEDUP28;HESS;948,05;1137,66
FAC;;VTE/2021/04225;21/07/2021;SNCFCADA54;HESS;232,8;279,36
FAC;;VTE/2021/04335;27/07/2021;RESOPGSE69;CORIAT;242,45;290,94
FAC;;VTE/2021/05662;13/10/2021;RETRAVAI56;LESUR;334,0;400,8
FAC;;VTE/2021/05663;13/10/2021;VDVMMONTDI;SAIDI;220,62;264,74
FAC;;VTE/2021/05664;13/10/2021;BRETVERNE;LELEU;108,56;130,27
FAC;;VTE/2021/05665;13/10/2021;AUFILYEU56;LESUR;150,65;180,78
FAC;;VTE/2021/05666;13/10/2021;PHARMASELL;JOBBI;1053,06;1263,67
FAC;;VTE/2021/05667;13/10/2021;CRISTALTH;WURTZ;375,0;450,0
FAC;;VTE/2021/05668;13/10/2021;MAISONDERN;WEISS;305,84;367,01
FAC;;VTE/2021/05669;13/10/2021;MAIPIERREM;SAIDI;178,6;214,32
FAC;;VTE/2021/05670;13/10/2021;MAICONDET;BLASS;2795,3;3354,36
FAC;;VTE/2021/05671;13/10/2021;EVIALIS;LUKOW;438,0;525,6
FAC;;VTE/2021/05672;13/10/2021;ESMUNDOLSH;DEVAL;429,0;514,8
FAC;;VTE/2021/05673;13/10/2021;ESMUNDOLSH;DEVAL;95,1;114,12
FAC;;VTE/2021/04241;21/07/2021;MAIBALMA31;AMSEL;108,9;130,68
FAC;;VTE/2021/05675;14/10/2021;LPAPPLIQ68;WURTZ;576,25;691,5
FAC;;VTE/2021/05676;14/10/2021;RESTAUCER;ADLER;114,54;137,45
FAC;;VTE/2021/04226;21/07/2021;REYSURGELE;HESS;525,82;630,98
FAC;;VTE/2021/04227;21/07/2021;LORIDANJF;HESS;146,0;175,2
FAC;;VTE/2021/04228;21/07/2021;SELFAUSSAT;HESS;221,25;265,5
FAC;;VTE/2021/04229;21/07/2021;REFUGERICO;DECRO;136,0;163,2
FAC;;VTE/2021/04230;21/07/2021;TECHNICFLO;DECRO;81,6;97,92
FAC;;VTE/2021/04231;21/07/2021;TPSCHYERES;DECRO;84,73;101,68
FAC;;VTE/2021/04232;21/07/2021;LEAFBONN94;HELIN;157,2;188,64
FAC;;VTE/2021/04233;21/07/2021;DEMAREST;DECRO;92,7;111,24
FAC;;VTE/2021/04234;21/07/2021;CAPVIE62;DECRO;102,13;122,55
FAC;;VTE/2021/04235;21/07/2021;ABCFORMES;LEYME;173,04;207,64
FAC;;VTE/2021/04236;21/07/2021;LEFEBVREVA;CUREL;173,6;208,32
FAC;;VTE/2021/04237;21/07/2021;DELTECH59;DECRO;63,6;76,32
FAC;;VTE/2021/04238;21/07/2021;FLUNCHGS59;CUREL;139,0;166,8
FAC;;VTE/2021/04239;21/07/2021;BIOCOOPR31;AMSEL;390,7;468,84
FAC;;VTE/2021/04240;21/07/2021;BOUMAGDA31;AMSEL;66,86;80,23
FAC;;VTE/2021/04242;21/07/2021;OCJULIAN69;CORIAT;408,7;490,44
FAC;;VTE/2021/04243;21/07/2021;SIXEIPRS83;CORIAT;512,95;615,54
FAC;;VTE/2021/04244;21/07/2021;LABELBOI74;DONNE;304,04;364,85
FAC;;VTE/2021/05677;14/10/2021;GENMACTR95;DELBA;481,5;577,8
FAC;;VTE/2021/05678;14/10/2021;MCKINSEY;HELIN;508,0;609,6
FAC;;VTE/2021/05679;14/10/2021;BOISRMNO28;DECRO;134,7;161,64
FAC;;VTE/2021/05680;14/10/2021;MOULINROTH;ADLER;108,75;130,5
FAC;;VTE/2021/05681;14/10/2021;NAVON;DECRO;83,8;100,56
FAC;;VTE/2021/05682;14/10/2021;REGALODECO;DELBA;111,78;134,14
FAC;;VTE/2021/05683;14/10/2021;ASSOBELLE;HELIN;92,7;111,24
FAC;;VTE/2021/05684;14/10/2021;QARNOTCO92;BOUL;129,04;154,85
FAC;;VTE/2021/05685;14/10/2021;RELAISPLES;DELBA;203,4;244,08
FAC;;VTE/2021/05686;14/10/2021;EIFFAGESTMA;DELBA;687,0;824,4
FAC;;VTE/2021/05687;14/10/2021;DMDPRODUCT;HELIN;1316,0;1579,2
FAC;;VTE/2021/05688;14/10/2021;DOMARLOT21;HELIN;154,42;185,3
FAC;;VTE/2021/05689;14/10/2021;PHARMJAEHN;ADLER;85,74;102,89
FAC;;VTE/2021/05690;14/10/2021;MAIAUDUN;GASSM;793,0;951,6
FAC;;VTE/2021/05691;14/10/2021;MONASTTROY;ZMUDA;130,74;156,89
FAC;;VTE/2021/04245;21/07/2021;SIESCIENTR;DONNE;297,38;356,86
FAC;;VTE/2021/04246;21/07/2021;TREFILPERI;DONNE;603,3;723,96
FAC;;VTE/2021/04247;21/07/2021;BKLCARRO69;DUMON;61,92;74,3
FAC;;VTE/2021/04248;21/07/2021;PHARICCI34;DUMON;118,3;141,96
FAC;;VTE/2021/04249;21/07/2021;PEUGEOTMET;LEONE;439,0;526,8
FAC;;VTE/2021/04250;21/07/2021;ATMUNFLO57;LEONE;248,88;298,66
FAC;;VTE/2021/04251;21/07/2021;CHNTREDO56;LESUR;148,28;177,94
FAC;;VTE/2021/04252;21/07/2021;MAISONQUI;LESUR;220,6;264,72
FAC;;VTE/2021/04253;21/07/2021;COEUGNET;LELEU;178,55;214,26
FAC;;VTE/2021/04254;21/07/2021;NOVALYVA56;LESUR;333,7;400,44
FAC;;VTE/2021/04255;21/07/2021;CERP62800;EVRARD;553,62;664,34
FAC;;VTE/2021/04256;21/07/2021;CABY;EVRARD;1272,6;1527,12
FAC;;VTE/2021/04257;21/07/2021;TREDISTRAS;LUTZ;584,18;701,01
FAC;;VTE/2021/04258;22/07/2021;MAIROISEL;SAIDI;164,09;196,91
FAC;;VTE/2021/04259;22/07/2021;MAILAFRAN;VANDEL;337,0;404,4
FAC;;VTE/2021/04364;28/07/2021;URBANEOL62;EVRARD;375,21;450,25
FAC;;VTE/2021/04260;22/07/2021;FOURSERA67;MODRY;509,05;610,86
FAC;;VTE/2021/04261;22/07/2021;JMSPHOTF68;WEISS;113,45;136,14
FAC;;VTE/2021/04262;22/07/2021;EPSMDPRE02;SAIDI;588,16;705,79
FAC;;VTE/2021/05692;14/10/2021;EUROVIACUS;GASSM;1122,0;1346,4
FAC;;VTE/2021/05693;14/10/2021;MOIRETIN62;HELIN;185,4;222,48
FAC;;VTE/2021/05694;14/10/2021;STOPPRESSI;ADLER;93,0;111,6
FAC;;VTE/2021/05695;14/10/2021;LYCPBCHA51;HELIN;178,0;213,6
FAC;;VTE/2021/05699;15/10/2021;SAMADAWI91;DECRO;178,0;213,6
FAC;;VTE/2021/05701;18/10/2021;LEMAGNO;DELBA;133,5;160,2
FAC;;VTE/2021/05703;19/10/2021;STANDAUT24;MENIRI;316,5;379,8
FAC;;VTE/2021/05705;19/10/2021;CEABAGNOLS;CDESUDEST;1302,02;1562,42
FAC;;VTE/2021/05706;19/10/2021;SOCHERANGO;MENIRI;134,0;160,8
FAC;;VTE/2021/05707;19/10/2021;SERAUTAV84;LUKOW;530,8;636,96
FAC;;VTE/2021/05708;19/10/2021;IMPULSEO34;DUMON;148,43;178,12
FAC;;VTE/2021/05709;19/10/2021;OGFAJURANC;SAID;1068,12;1281,74
FAC;;VTE/2021/05710;19/10/2021;CAP21CTG67;LUTZ;386,6;463,92
FAC;;VTE/2021/05711;19/10/2021;TRANSDEV57;LEONE;518,74;622,49
FAC;;VTE/2021/04263;22/07/2021;PEUGEOTMET;LEONE;147,9;177,48
FAC;;VTE/2021/04264;22/07/2021;FONFSCHN68;WURTZ;185,0;222,0
FAC;;VTE/2021/04265;22/07/2021;ACTAQ;DONNE;143,85;172,62
FAC;;VTE/2021/04266;22/07/2021;THMIESCH68;WURTZ;103,8;124,56
FAC;;VTE/2021/04267;22/07/2021;CHAPEISO68;WURTZ;605,5;726,6
FAC;;VTE/2021/04268;22/07/2021;MBRICLIN68;WURTZ;157,0;188,4
FAC;;VTE/2021/04269;22/07/2021;INTERCARA;MODRY;258,0;309,6
FAC;;VTE/2021/04270;22/07/2021;SCMADN;HESS;171,0;205,2
FAC;;VTE/2021/04271;22/07/2021;FRANCEGALO;LEYME;130,29;156,35
FAC;;VTE/2021/04272;22/07/2021;MASCONIL;ZMUDA;81,6;97,92
FAC;;VTE/2021/04274;22/07/2021;LOGTRANS13;HESS;418,0;501,6
FAC;;VTE/2021/04276;22/07/2021;DRSARTER;ZMUDA;261,68;314,02
FAC;;VTE/2021/04277;22/07/2021;CHAMPDESBO;HESS;198,46;238,15
FAC;;VTE/2021/04278;22/07/2021;INFPYNTHE;LEYME;133,83;160,6
FAC;;VTE/2021/04280;22/07/2021;DRGERBER;ZMUDA;92,0;110,4
FAC;;VTE/2021/04472;03/08/2021;DEBUSSCH59;EVRARD;145,0;174,0
FAC;;VTE/2021/04281;22/07/2021;DRJOERGER;ZMUDA;85,0;102,0
FAC;;VTE/2021/04285;23/07/2021;FORMASUP69;CORIAT;490,0;588,0
FAC;;VTE/2021/04286;23/07/2021;RABOBANK;HELIN;640,0;768,0
FAC;;VTE/2021/04287;23/07/2021;AGRISER;FERRE;96,45;115,74
FAC;;VTE/2021/04288;23/07/2021;MAROQURY;ZMUDA;105,65;126,78
FAC;;VTE/2021/04289;23/07/2021;DRHEILIGEN;ZMUDA;110,4;132,48
FAC;;VTE/2021/04422;30/07/2021;MAIOLONNE;KHAJJ;313,26;375,91
FAC;;VTE/2021/04294;26/07/2021;MACONNISON;HESS;105,0;126,0
FAC;;VTE/2021/04295;26/07/2021;CEVALEO;DELBA;327,34;392,8
FAC;;VTE/2021/04296;26/07/2021;SAEPTRUPHE;DECRO;308,97;370,77
FAC;;VTE/2021/04297;26/07/2021;BOULCHAM70;DELBA;203,4;244,08
FAC;;VTE/2021/04298;26/07/2021;BEDNAREK62;CUREL;138,3;165,96
FAC;;VTE/2021/04299;26/07/2021;MECA3PLU68;ZMUDA;167,0;200,4
FAC;;VTE/2021/04300;26/07/2021;RATPCHAM75;KHAJJ;242,42;290,9
FAC;;VTE/2021/04301;26/07/2021;EUROVIAROY;GASSM;892,0;1070,4
FAC;;VTE/2021/04302;26/07/2021;FAQFAURE05;DELBA;217,28;260,74
FAC;;VTE/2021/04303;26/07/2021;CAPEB85;KHAJJ;298,35;358,02
FAC;;VTE/2021/04304;26/07/2021;MARTYMOT30;KHAJJ;153,01;183,61
FAC;;VTE/2021/04305;26/07/2021;MAICERVILLE;GASSM;109,29;131,15
FAC;;VTE/2021/04306;26/07/2021;SFNA;HESS;147,46;176,95
FAC;;VTE/2021/04307;26/07/2021;NGUYENOR94;BOUL;68,4;82,08
FAC;;VTE/2021/04308;26/07/2021;CEVENNES30;KHAJJ;104,76;125,71
FAC;;VTE/2021/04309;26/07/2021;ASSOCASCAD;DELBA;94,92;113,9
FAC;;VTE/2021/04310;26/07/2021;CABFURNION;HESS;813,14;975,77
FAC;;VTE/2021/04311;26/07/2021;LEMIDDEL59;LEYME;100,9;121,08
FAC;;VTE/2021/04312;26/07/2021;PODOLEVET;BOUL;85,6;102,72
FAC;;VTE/2021/04313;26/07/2021;ORPRECOUVR;DELBA;221,9;266,28
FAC;;VTE/2021/04314;26/07/2021;TPIDF;DELBA;753,13;903,76
FAC;;VTE/2021/04315;26/07/2021;TECHREVET;BOUL;126,0;151,2
FAC;;VTE/2021/04316;26/07/2021;HAUTECOIF;ADLER;148,8;178,56
FAC;;VTE/2021/05712;19/10/2021;LESTGEOR24;MENIRI;162,63;195,16
FAC;;VTE/2021/05713;19/10/2021;SMPRAVFA45;DOSSA;552,12;662,54
FAC;;VTE/2021/05714;19/10/2021;BOULBEAUDOU;MENIRI;193,66;232,39
FAC;;VTE/2021/05715;19/10/2021;LEFEVRSC22;BESCO;228,13;273,76
FAC;;VTE/2021/05716;19/10/2021;PHARAYPU34;DUMON;204,0;244,8
FAC;;VTE/2021/05717;19/10/2021;AGMARISB22;BESCO;408,52;490,22
FAC;;VTE/2021/05718;19/10/2021;ESCASTEEL;LUTZ;230,69;276,83
FAC;;VTE/2021/05719;19/10/2021;DELKOPLA31;AMSEL;161,86;194,23
FAC;;VTE/2021/05720;19/10/2021;HUBLE;EVRARD;153,92;184,7
FAC;;VTE/2021/05721;19/10/2021;SIGBOULA24;MENIRI;107,2;128,64
FAC;;VTE/2021/05722;19/10/2021;MARDEMEN56;LESUR;277,0;332,4
FAC;;VTE/2021/05723;19/10/2021;GERVILLIER;LELEU;2173,55;2608,26
FAC;;VTE/2021/05724;19/10/2021;TERTUMER56;LESUR;129,76;155,71
FAC;;VTE/2021/05725;19/10/2021;MAIMONTGA;SAID;313,52;376,22
FAC;;VTE/2021/05726;19/10/2021;MAIPITRES;LELEU;187,2;224,64
FAC;;VTE/2021/04317;26/07/2021;EARLGRUJON;BOUL;87,6;105,12
FAC;;VTE/2021/04319;26/07/2021;BARACALAIS;DELBA;107,4;128,88
FAC;;VTE/2021/04320;26/07/2021;SOCATEB94;BOUL;722,96;867,55
FAC;;VTE/2021/04321;26/07/2021;VIVIERSYLV;HESS;93,92;112,71
FAC;;VTE/2021/04322;26/07/2021;ICORCHIES;DELBA;348,91;418,69
FAC;;VTE/2021/04323;26/07/2021;COURANTCHA;DELBA;202,0;242,4
FAC;;VTE/2021/04324;26/07/2021;EXPERBUY;DECRO;518,01;621,61
FAC;;VTE/2021/04325;26/07/2021;CMIPMUT;HESS;285,9;343,07
FAC;;VTE/2021/04326;27/07/2021;UNIVERMUAF;GASSM;543,72;652,46
FAC;;VTE/2021/04327;27/07/2021;SAVIMEAU59;LEYME;173,01;207,61
FAC;;VTE/2021/04328;27/07/2021;FRECHELOMB;DECRO;246,56;295,87
FAC;;VTE/2021/04329;27/07/2021;BOULARDTP;BOUL;291,92;350,29
FAC;;VTE/2021/04330;27/07/2021;MAIVILGREZ;DELBA;236,08;283,28
FAC;;VTE/2021/04331;27/07/2021;BINOTH;GASSM;113,16;135,79
FAC;;VTE/2021/04332;27/07/2021;MVLPUYMOYE;MENIRI;301,82;362,18
FAC;;VTE/2021/04333;27/07/2021;EUREDENA22;BESCO;466,2;559,44
FAC;;VTE/2021/04334;27/07/2021;CTGUINGA22;BESCO;527,0;632,4
FAC;;VTE/2021/05727;19/10/2021;DANI;CORIAT;3186,88;3824,26
FAC;;VTE/2021/05728;19/10/2021;SNMIBATI69;CORIAT;517,9;621,48
FAC;;VTE/2021/05729;19/10/2021;JARDILATE;SAID;898,0;1077,6
FAC;;VTE/2021/05730;19/10/2021;ADCONCEP69;CORIAT;98,0;117,6
FAC;;VTE/2021/05731;19/10/2021;CERAMICO45;DOSSA;99,47;119,36
FAC;;VTE/2021/05732;19/10/2021;ABBAYETRIO;CDESUDEST;242,88;291,46
FAC;;VTE/2021/05733;19/10/2021;RESTOGRI68;WEISS;625,83;751,0
FAC;;VTE/2021/05734;19/10/2021;VOLVOSTQUE;SAIDI;366,38;439,66
FAC;;VTE/2021/05735;19/10/2021;ADJSTRASBO;MODRY;265,2;318,24
FAC;;VTE/2021/05736;19/10/2021;HAPPYJOB31;AMSEL;637,72;765,26
FAC;;VTE/2021/05737;19/10/2021;CRISTALTH;WURTZ;316,8;380,16
FAC;;VTE/2021/05738;19/10/2021;MJANINFI74;DONNE;12358,0;14829,6
FAC;;VTE/2021/05739;19/10/2021;COCKBEAU24;MENIRI;218,0;261,6
FAC;;VTE/2021/05740;19/10/2021;DUBOSTPEYR;CDESUDEST;1082,97;1299,56
FAC;;VTE/2021/05741;19/10/2021;PROFORHA67;MODRY;234,68;281,62
FAC;;VTE/2021/05742;19/10/2021;RIPPERTAVI;LUKOW;409,5;491,4
FAC;;VTE/2021/04336;27/07/2021;ZANUTTIN68;WURTZ;162,31;194,77
FAC;;VTE/2021/04448;02/08/2021;MAIBOURGP;CDESUDEST;624,7;749,64
FAC;;VTE/2021/04337;27/07/2021;LOCAMACH22;BESCO;180,45;216,54
FAC;;VTE/2021/04338;27/07/2021;IMFISCHE84;LUKOW;328,1;393,72
FAC;;VTE/2021/04339;27/07/2021;EUROVIASTY;MENIRI;1159,14;1390,97
FAC;;VTE/2021/04340;27/07/2021;CAVEMAUBEC;LUKOW;129,11;154,93
FAC;;VTE/2021/04447;02/08/2021;MAICAVALA;CDESUDEST;670,86;805,03
FAC;;VTE/2021/04342;27/07/2021;PEUGEOTMET;LEONE;1753,2;2103,84
FAC;;VTE/2021/04343;27/07/2021;MAINEUVYES;DOSSA;173,0;207,6
FAC;;VTE/2021/04344;27/07/2021;RELAISNO45;DOSSA;110,85;133,02
FAC;;VTE/2021/04345;27/07/2021;ALBEMARLE;WURTZ;258,0;309,6
FAC;;VTE/2021/04346;27/07/2021;DAGHORTI22;BESCO;262,86;315,43
FAC;;VTE/2021/04347;27/07/2021;PEUGEOTMET;LEONE;529,5;635,4
FAC;;VTE/2021/04348;28/07/2021;CTMESCHA67;LUTZ;293,5;352,2
FAC;;VTE/2021/04349;28/07/2021;ADEFAVIG84;LUKOW;205,84;247,01
FAC;;VTE/2021/04350;28/07/2021;DUBOSTMA69;CORIAT;248,88;298,66
FAC;;VTE/2021/04351;28/07/2021;MAIBETHAN;SAIDI;160,89;193,07
FAC;;VTE/2021/04352;28/07/2021;CFRINILL68;WURTZ;129,59;155,5
FAC;;VTE/2021/05743;19/10/2021;POMONASA68;WURTZ;98,25;117,9
FAC;;VTE/2021/05744;19/10/2021;DENISCOM35;BESCO;178,15;213,78
FAC;;VTE/2021/05745;19/10/2021;LATTESLE34;DUMON;135,71;162,85
FAC;;VTE/2021/05746;19/10/2021;SCMKINES68;WURTZ;76,17;91,4
FAC;;VTE/2021/05747;19/10/2021;SEITWITT68;WURTZ;145,3;174,36
FAC;;VTE/2021/05748;19/10/2021;HOTATLAN62;BLASS;1913,42;2296,1
FAC;;VTE/2021/05749;19/10/2021;CEAPIERREL;CDESUDEST;907,44;1088,93
FAC;;VTE/2021/05750;19/10/2021;MAIEAUZE;SAID;448,68;538,42
FAC;;VTE/2021/05751;19/10/2021;MAIEAUZE;SAID;834,0;1000,8
FAC;;VTE/2021/05752;19/10/2021;TGHMONTAUB;VANDEL;556,32;667,58
FAC;;VTE/2021/04365;28/07/2021;MAILORRIS;DOSSA;278,31;333,97
FAC;;VTE/2021/05753;19/10/2021;COMMUSTTHO;CDESUDEST;598,29;717,95
FAC;;VTE/2021/05754;19/10/2021;CPAMBLOIS;JOBBI;451,36;541,63
FAC;;VTE/2021/05755;19/10/2021;ALEFPAME59;EVRARD;354,64;425,57
FAC;;VTE/2021/05756;19/10/2021;CEJANSSEN;LELEU;797,44;956,93
FAC;;VTE/2021/05757;19/10/2021;OCCIJARD34;DUMON;438,94;526,73
FAC;;VTE/2021/05758;19/10/2021;MAIRURVI02;SAIDI;84,44;101,33
FAC;;VTE/2021/04353;28/07/2021;ATELIERCAU;DUMON;67,0;80,4
FAC;;VTE/2021/04354;28/07/2021;CARRIEMARO;LUKOW;275,5;330,6
FAC;;VTE/2021/04355;28/07/2021;IPSECURI34;DUMON;140,33;168,4
FAC;;VTE/2021/04356;28/07/2021;VOLLAMBA22;BESCO;165,3;198,36
FAC;;VTE/2021/04357;28/07/2021;GWEZRULA56;LESUR;222,28;266,74
FAC;;VTE/2021/04358;28/07/2021;FONDBERN69;CORIAT;111,9;134,28
FAC;;VTE/2021/04359;28/07/2021;SITAMIL;MENIRI;695,0;834,0
FAC;;VTE/2021/04360;28/07/2021;LBSERVNE24;MENIRI;302,16;362,59
FAC;;VTE/2021/04361;28/07/2021;CVRHROUE76;LELEU;249,3;299,16
FAC;;VTE/2021/04362;28/07/2021;MAIERQU;BESCO;502,2;602,64
FAC;;VTE/2021/04363;28/07/2021;GUHRINGMET;DONNE;224,0;268,8
FAC;;VTE/2021/04366;28/07/2021;COMVERMA02;SAIDI;321,0;385,2
FAC;;VTE/2021/04367;28/07/2021;MUNCHNET69;CORIAT;250,93;301,11
FAC;;VTE/2021/04368;28/07/2021;LENARVAL45;DOSSA;109,85;131,82
FAC;;VTE/2021/04369;28/07/2021;SERMETSC74;DONNE;116,27;139,52
FAC;;VTE/2021/04370;28/07/2021;WICONA;SAIDI;232,92;279,51
FAC;;VTE/2021/04371;28/07/2021;BOULGARE74;DONNE;104,05;124,86
FAC;;VTE/2021/05759;19/10/2021;MAISACCE02;SAIDI;214,0;256,8
FAC;;VTE/2021/05760;19/10/2021;COMMULEPAL;LESUR;219,24;263,09
FAC;;VTE/2021/05761;19/10/2021;VALENTIN82;VANDEL;196,54;235,85
